id_pelicula,department,id_y,job,name
227262,Directing,253869,Director,Tamar Simon Hoffs
18512,Directing,5342,Director,Mike Nichols
27350,Directing,1395373,Script Supervisor,Mary Bailey
51403,Directing,19969,Director,Pat O'Connor
85239,Directing,16294,Director,Jonathan Demme
172443,Directing,11649,Director,Cameron Crowe
52255,Directing,18378,Director,Herbert Ross
237960,Directing,57383,Director,Paul Brickman
119482,Directing,143279,Director,Peter Sellars
27112,Directing,3224,Director,Stephen Frears
257343,Directing,8246,Director,Barry Levinson
291290,Directing,146225,Director,Silvio Narizzano
34792,Directing,1201,Director,Garry Marshall
77861,Directing,19707,Director,Charles Band
32571,Directing,103569,First Assistant Director,Peter Manoogian
16464,Directing,98199,Director,Jerry Schatzberg
341895,Directing,13284,Director,Stanley Donen
203888,Directing,1385884,Script Supervisor,Sally Jones
79426,Directing,2880,Director,Emilio Estevez
24971,Directing,87565,Director,Savage Steve Holland
307103,Directing,9181,Director,Edward Zwick
293082,Directing,68085,Director,Carl Schultz
43783,Directing,17016,Director,Neil Jordan
254918,Directing,707,Director,Dan Aykroyd
256546,Directing,15239,Director,Terry Hughes
58384,Directing,72427,Director,Alan Rudolph
297859,Directing,3026,Director,Rob Reiner
370524,Directing,57077,First Assistant Director,Frank Capra III
23150,Directing,1265263,Second Assistant Director,Matthew H. Rowland
23153,Directing,1355532,Script Supervisor,Kerry Lyn McKissick
33923,Directing,7270,Director,Adrian Lyne
318846,Directing,3180,Director,David Veloz
347969,Directing,21712,Director,Carl Franklin
166178,Directing,11091,Director,Brett Ratner
143546,Directing,1075843,Director,Jerzy Domaradzki
299511,Directing,116653,Director,Lance Mungia
156135,Directing,54441,Director,James Ivory
162056,Directing,1150813,Director,Ramin Niami
26736,Directing,13776,Director,John Frankenheimer
116733,Directing,108656,Script Supervisor,Angela Allen
71482,Directing,1721835,First Assistant Director,Mishka Cheyko
271433,Directing,59958,Director,Jamie Blanks
26702,Directing,1096363,Script Supervisor,Elaine Yarish
178314,Directing,42994,Director,David Dobkin
47240,Directing,34849,Director,Ted Demme
284460,Directing,10367,Director,John Waters
346472,Directing,1522776,Script Supervisor,Christine Moore
131897,Directing,4956,Director,Bernardo Bertolucci
36772,Directing,37630,Director,Shekhar Kapur
36767,Directing,78157,Director,Lindsay Anderson
58074,Directing,32154,Director,Piers Haggard
56975,Directing,18907,Director,Richard Quine
56068,Directing,12446,Director,Peter Sellers
22305,Directing,51677,Director,Gordon Douglas
356483,Directing,11770,Director,John Carpenter
336681,Directing,1376517,Script Supervisor,Candy Artmont
140300,Directing,1384398,Script Supervisor,Christine Wilson
95164,Directing,9789,Director,Robert Altman
63465,Directing,1243,Director,Woody Allen
45079,Directing,510,Director,Tim Burton
26381,Directing,57870,Director,Jason Bloom
49704,Directing,201278,Director,Susanna Styron
200998,Directing,18863,Director,Eric Darnell
242551,Directing,52870,Director,Tim Johnson
315319,Directing,1780706,Layout,James Buckhouse
316179,Directing,2283,Director,Stanley Tucci
66772,Directing,58316,Director,John Fortenberry
357940,Directing,9198,Director,Vincent Ward
55138,Directing,554474,Director,John Pieplow
300601,Directing,8929,Director,Charles Crichton
100274,Directing,14639,Director,Mel Brooks
261157,Directing,14639,Director,Mel Brooks
41186,Directing,21217,Director,Jonathan Lynn
119273,Directing,9789,Director,Robert Altman
58887,Directing,121347,Script Supervisor,Joyce King
172767,Directing,40307,Director,John Maybury
44459,Directing,82286,Director,Marc Levin
262234,Directing,18356,Director,Stephen Herek
121197,Directing,69719,Director,Bruno Barreto
276608,Directing,107065,Director,Arthur Marks
42748,Directing,15115,Director,Stefan Ruzowitzky
20388,Directing,36804,Director,Peter Chelsom
210320,Directing,37710,Director,Peter Hyams
48848,Directing,19798,Director,Randa Haines
152393,Directing,5602,Director,David Lynch
57718,Directing,10706,Assistant Director,Anthony Waye
94555,Directing,1410199,Script Supervisor,Ceri Evans
127894,Directing,16294,Director,Jonathan Demme
291157,Directing,17268,Director,Ronny Yu
122198,Directing,2171,Director,Griffin Dunne
347767,Directing,1434225,Script Supervisor,Susan Malerstein
371759,Directing,1043813,Director,Evan Dunsky
38883,Directing,1522788,Script Supervisor,Colette Panah
106739,Directing,66605,Director,Todd Solondz
371492,Directing,65482,Director,William Ryan
180813,Directing,1386923,Script Supervisor,Alicia Accardo
356994,Directing,9032,Director,Bryan Singer
279997,Directing,1831757,Script Supervisor,Mellanie Bradfield
85032,Directing,23964,Director,Gary Ross
106495,Directing,4014,Director,Paul W.S. Anderson
84035,Directing,1370916,Script Supervisor,Lyn Matsuda Norton
46695,Directing,5345,Director,Bennett Miller
323675,Directing,4818,Director,Roberto Benigni
211845,Directing,235398,Assistant Director,Gianni Arduini
53290,Directing,34517,Director,Trey Parker
56083,Directing,121585,Director,Raúl Ruiz
85729,Directing,13367,Director,John Harrison
42107,Directing,11770,Director,John Carpenter
291154,Directing,814,Director,Tony Kaye
44563,Directing,1533790,Script Supervisor,Ira Hurvitz
114284,Directing,1552022,First Assistant Director,Mark Cotone
333377,Directing,1735731,Second Assistant Director,David Larson
77294,Directing,75882,Director,S.R. Bindler
300673,Directing,2163,Director,Richard LaGravenese
270397,Directing,1377239,Script Supervisor,Wilma Garscadden-Gahret
374142,Directing,139874,Director,Hype Williams
53074,Directing,15557,Director,Bill Condon
48180,Directing,9181,Director,Edward Zwick
63378,Directing,1774870,Assistant Director,T. Sean Ferguson
262199,Directing,57370,Director,Frank Coraci
98048,Directing,37630,Director,Shekhar Kapur
254800,Directing,1429643,Script Supervisor,Pat Rambaut
73791,Directing,16863,Director,Todd Haynes
330348,Directing,1535092,Script Supervisor,June McDonald
342281,Directing,33279,Director,Danny Cannon
278514,Directing,1344278,Script Supervisor,Pamela Alch
49991,Directing,57027,First Assistant Director,Louis D'Esposito
27941,Directing,15042,Director,Arlene Sanford
298584,Directing,769,Director,Martin Brest
331354,Directing,1467080,Script Supervisor,Lisa Katcher
249368,Directing,19969,Director,Pat O'Connor
197624,Directing,55189,Director,Bruce McDonald
24198,Directing,1362798,Assistant Director,Kevin Fair
237200,Directing,54563,Director,J. Todd Anderson
273598,Directing,58728,Director,Andrei Konchalovsky
362291,Directing,1077287,Director,Eugene Corr
139635,Directing,57705,Script Supervisor,Anne Rapp
196852,Directing,31439,Director,Bryan Forbes
336735,Directing,13859,Director,Stuart Rosenberg
195732,Directing,1459591,Script Supervisor,Kay Chapin
202020,Directing,31493,Director,Alex Cox
23729,Directing,17016,Director,Neil Jordan
20296,Directing,1214034,Director,James D. Parriott
161212,Directing,4415,Director,Federico Fellini
97361,Directing,545542,Assistant Director,Dominique Delouche
243416,Directing,1462153,Assistant Director,Moraldo Rossi
45886,Directing,8844,Director,Lawrence Kasdan
47239,Directing,893,Director,Tony Scott
94807,Directing,86439,Director,Norton Virgien
71117,Directing,110873,Director,Igor Kovalyov
178907,Directing,1447569,Layout,Marco Cinello
265845,Directing,7,Co-Director,Andrew Stanton
138093,Directing,7879,Director,John Lasseter
10500,Directing,1243,Director,Woody Allen
108949,Directing,8559,Assistant Director,Kátia Lund
45677,Directing,8574,Director,Walter Salles
101917,Directing,10031,Assistant Director,João Emanuel Carneiro
160960,Directing,10042,Assistant Director,Sérgio Machado
343825,Directing,1466123,Assistant Director,Vinicius Coimbra
125795,Directing,21013,Director,Predrag Antonijević
36895,Directing,64045,Director,Kirk Jones
211714,Directing,4453,Director,Thomas Vinterberg
70794,Directing,10367,Director,John Waters
302436,Directing,44763,Director,Edward D. Wood Jr.
47900,Directing,18598,Director,Ishirô Honda
382725,Directing,1178751,Director,Koji Hashimoto
375732,Directing,52193,Director,R.J. Kizer
275932,Directing,18598,Director,Ishirô Honda
293313,Directing,3238,Director,Merian C. Cooper
353641,Directing,3239,Director,Ernest B. Schoedsack
123897,Directing,6778,Director,John Guillermin
280045,Directing,1213763,Script Supervisor,Doris Grau
20182,Directing,5015,First Assistant Director,Brian W. Cook
59362,Directing,6778,Director,John Guillermin
49782,Directing,1569315,Script Supervisor,Rena Sternfeld-Allon
114931,Directing,53861,Director,Susan Seidelman
89242,Directing,1533790,Script Supervisor,Ira Hurvitz
47011,Directing,19665,Director,John Boorman
145909,Directing,12964,Director,Michael Ritchie
341007,Directing,12964,Director,Michael Ritchie
36204,Directing,2087,Director,Richard Fleischer
46409,Directing,6159,Director,Ron Howard
15864,Directing,24318,Director,Richard Benjamin
379388,Directing,10179,Director,John Glen
126563,Directing,10666,Assistant Director,Barbara Broccoli
2890,Directing,10051,Director,Tobe Hooper
38668,Directing,28904,Director,Hugh Wilson
80276,Directing,1481658,Script Supervisor,Penelope Hynam
61025,Directing,41720,Director,Jerry Paris
187579,Directing,41720,Director,Jerry Paris
96594,Directing,65688,Director,Jim Drake
76099,Directing,14995,Director,Alan Myerson
78701,Directing,14987,Director,Peter Bonerz
141010,Directing,20629,Director,George Miller
34144,Directing,15002,Director,Dean Parisot
384894,Directing,109004,Director,Neil Abramson
308823,Directing,36602,Director,Peter Berg
41039,Directing,72197,Director,Ferzan Ozpetek
17302,Directing,5216,Director,Gus Van Sant
296225,Directing,55299,Director,Mark Herman
50861,Directing,1342606,Script Supervisor,Angela Wharton
14814,Directing,7623,Director,Sam Raimi
164045,Directing,1424137,Script Supervisor,Susana Preston
324408,Directing,58868,Director,Troy Miller
54560,Directing,2388,Director,Jonathan Frakes
115383,Directing,59803,Director,Brenda Chapman
8651,Directing,44113,Director,Steve Hickner
361181,Directing,21879,Director,Simon Wells
248698,Directing,1447593,Layout,Mick De Falco
259720,Directing,1462665,Layout,Harald Kraut
325892,Directing,1812677,Script Coordinator,Adrienne Lusby
14962,Directing,5655,Director,Wes Anderson
252406,Directing,18844,Director,John Madden
97138,Directing,30038,Director,Glenn A. Jordan
53463,Directing,24939,Director,George Seaton
56245,Directing,16187,Director,Jeannot Szwarc
117046,Directing,1535412,Script Supervisor,Pamela Carlton
161359,Directing,79726,Director,John D. Hancock
316603,Directing,190,Director,Clint Eastwood
102873,Directing,16566,Director,George P. Cosmatos
64869,Directing,16544,Director,Ted Kotcheff
96300,Directing,16565,First Assistant Director,Craig Huston
358859,Directing,1733195,Second Assistant Director,Otta Hanus
191703,Directing,1121654,Third Assistant Director,Jacques Hubert
142916,Directing,16589,Director,Peter MacDonald
324269,Directing,21819,Director,Lewis Teague
371758,Directing,24,Director,Robert Zemeckis
37265,Directing,6159,Director,Ron Howard
77829,Directing,1399146,Script Supervisor,Carline Davis-Dyer
37941,Directing,40549,Director,Daniel Petrie
72188,Directing,16483,Director,Sylvester Stallone
385232,Directing,16483,Director,Sylvester Stallone
103850,Directing,16483,Director,Sylvester Stallone
79550,Directing,16513,Director,John G. Avildsen
206289,Directing,21217,Director,Jonathan Lynn
311585,Directing,8246,Director,Barry Levinson
80881,Directing,5632,Director,Jack Fisk
388237,Directing,69801,Director,Alan Metter
278717,Directing,5342,Director,Mike Nichols
63004,Directing,1201,Director,Garry Marshall
226693,Directing,1371069,Script Supervisor,Julie Pitkanen
208091,Directing,86293,Director,Robert M. Young
38706,Directing,1355532,Script Supervisor,Kerry Lyn McKissick
18188,Directing,16513,Director,John G. Avildsen
132540,Directing,1193327,Script Supervisor,Alvin Greenman
72750,Directing,16513,Director,John G. Avildsen
201729,Directing,16513,Director,John G. Avildsen
97399,Directing,34682,Director,Jeremiah S. Chechik
239367,Directing,9248,Director,Nora Ephron
297784,Directing,958273,Script Supervisor,Dianne Dreyer
145547,Directing,19665,Director,John Boorman
338913,Directing,25598,Director,Paul Greengrass
334629,Directing,30715,Director,Terrence Malick
292081,Directing,2294,Director,Robert Rodriguez
180819,Directing,1438430,Script Supervisor,Lou Ann Quast
115706,Directing,33485,Director,Ron Underwood
298165,Directing,3239,Director,Ernest B. Schoedsack
109907,Directing,4499,Director,Tom Shadyac
301608,Directing,1480099,Script Supervisor,Carol DePasquale
374465,Directing,10965,Director,Chris Columbus
26768,Directing,1393455,Script Supervisor,Eva Z. Cabrera
67174,Directing,2260,Director,Steven Zaillian
377170,Directing,1427384,Script Supervisor,Jane Goldsmith
53421,Directing,54424,Director,Maya Angelou
85613,Directing,173686,Director,Anthony Drazan
352372,Directing,24657,Director,Franco Zeffirelli
80094,Directing,58080,Director,Brian Gilbert
197175,Directing,190914,Script Supervisor,Elizabeth West
191427,Directing,1854351,First Assistant Director,Cordelia Hardy
230284,Directing,52371,Director,J.S. Cardone
255733,Directing,1035,Director,Paul Schrader
333356,Directing,51917,Director,Larry Clark
23854,Directing,3224,Director,Stephen Frears
1655,Directing,26481,Director,Anand Tucker
9657,Directing,12227,Director,Willard Carroll
102444,Directing,70520,Director,Shane Meadows
106729,Directing,11472,Director,Irwin Winkler
205588,Directing,17016,Director,Neil Jordan
158947,Directing,53177,Director,Brian Robbins
381298,Directing,58338,Director,John Bruno
168055,Directing,1389601,Script Supervisor,Deirdre Horgan
60809,Directing,1389602,Script Supervisor,Jennifer Opresnick
332411,Directing,51809,Director,Rod Amateau
127776,Directing,686,Director,Willard Huyck
25603,Directing,42309,Director,Tibor Takács
69428,Directing,1452726,Script Supervisor,Nancy Eagles
69401,Directing,42309,Director,Tibor Takács
38983,Directing,14692,Director,Nick Castle
13521,Directing,70565,Director,Kurt Neumann
311667,Directing,224,Director,David Cronenberg
87636,Directing,1445989,Script Supervisor,Gillian Richardson
294574,Directing,64875,Director,Chris Walas
65887,Directing,1426782,Script Supervisor,Jean Bereziuk
257440,Directing,37710,Director,Peter Hyams
277459,Directing,67753,Director,Mark L. Lester
44804,Directing,10051,Director,Tobe Hooper
97253,Directing,10051,Director,Tobe Hooper
47096,Directing,31621,Director,Jeff Burr
299269,Directing,27797,Director,Kim Henkel
224089,Directing,12936,Director,Jim Abrahams
224079,Directing,12987,Director,David Zucker
224098,Directing,3415,Director,Jerry Zucker
54555,Directing,1270,Director,Charles Martin Smith
97844,Directing,5140,Director,Wes Craven
88722,Directing,107181,Director,Glen Pitre
270010,Directing,2352,Director,Jean-Jacques Annaud
56100,Directing,14911,Director,Penny Marshall
50340,Directing,1776,Director,Francis Ford Coppola
119433,Directing,58453,Director,Peter Faiman
178146,Directing,57594,Director,John Cornell
380111,Directing,67897,Director,Jeff Kanew
129400,Directing,58712,Director,Steve Miner
120259,Directing,1032,Director,Martin Scorsese
379500,Directing,13776,Director,John Frankenheimer
110501,Directing,1717828,Script Supervisor,Renate Schneuer
33611,Directing,190,Director,Clint Eastwood
125696,Directing,114512,Script Supervisor,Lloyd Nelson
341559,Directing,18669,Director,J. Lee Thompson
354776,Directing,4610,Director,John Landis
84741,Directing,39996,Director,Sidney Lumet
188640,Directing,48583,Director,Anne Fontaine
89868,Directing,15488,Director,Ken Loach
87018,Directing,18069,Director,Brian Gibson
297961,Directing,57865,Director,Álex de la Iglesia
117102,Directing,1329446,Assistant Director,José María González Sinde
74113,Directing,1037600,Assistant Director,Jorge Sempere
377432,Directing,64815,Director,Robert Iscove
176715,Directing,93025,Director,Nancy Savoca
241618,Directing,40223,Director,Joe Carnahan
182979,Directing,68424,Director,Michael Powell
387398,Directing,1021557,Director,Daphna Kastner
374609,Directing,4723,Director,Brian Helgeland
78713,Directing,1422074,Script Supervisor,P.R. Tooke
374475,Directing,1552022,First Assistant Director,Mark Cotone
51091,Directing,18679,Director,Mark Tarlov
394812,Directing,162102,Director,Myles Berkowitz
170740,Directing,14614,Director,Joseph Vilsmaier
36090,Directing,127027,Director,James Moll
99080,Directing,80260,Director,René Laloux
109581,Directing,28904,Director,Hugh Wilson
381277,Directing,1339468,Script Supervisor,Trudy Ramirez
341491,Directing,46085,Director,Luis Mandoki
33340,Directing,18281,Director,Donald Petrie
285165,Directing,11806,Director,Julia Sweeney
335582,Directing,239418,Director,Darren Stein
40534,Directing,1340331,Script Supervisor,Alex Kreuzwieser
102961,Directing,1436691,Script Supervisor,Gabi Endicott
389053,Directing,4945,Director,Joe Johnston
109456,Directing,17403,Director,Mike Judge
57313,Directing,20026,Director,Samira Makhmalbaf
26521,Directing,234408,Assistant Director,Hana Makhmalbaf
41028,Directing,1020732,Assistant Director,Marzieh Makhmalbaf
135652,Directing,100015,Assistant Director,Akbar Meshkini
93041,Directing,3191,Director,Risa Bramon Garcia
346384,Directing,5572,Director,Joel Schumacher
364831,Directing,1614186,First Assistant Director,Alan Edmisten
291863,Directing,1538374,Script Coordinator,Mads Hansen
400948,Directing,1201,Director,Garry Marshall
350566,Directing,72427,Director,Alan Rudolph
287703,Directing,77733,Director,Eric Meza
284152,Directing,24949,Director,Michael Davis
25079,Directing,22814,Director,Richard Wenk
327040,Directing,9789,Director,Robert Altman
80256,Directing,20025,Director,Shôhei Imamura
30667,Directing,56263,Director,Mary Lambert
266279,Directing,56263,Director,Mary Lambert
302699,Directing,1341553,Script Supervisor,Jesse Long
139582,Directing,102709,Director,David Price
34216,Directing,124660,Script Supervisor,Hilary Momberger
57458,Directing,68762,Director,James D.R. Hickox
377213,Directing,11770,Director,John Carpenter
323426,Directing,1453695,Script Supervisor,Kisuna Jacobsen
337965,Directing,6159,Director,Ron Howard
60971,Directing,12011,Director,William Castle
393562,Directing,24939,Director,George Seaton
392553,Directing,37360,Assistant Director,Henry Hathaway
388191,Directing,30422,Director,Jack Smight
12529,Directing,52094,Director,Jerry Jameson
356758,Directing,15630,Director,James Goldstone
309882,Directing,6778,Director,John Guillermin
101206,Directing,33885,Second Assistant Director,Bob Bender
31265,Directing,70250,Assistant Director,Newt Arnold
34875,Directing,94243,Second Assistant Director,Don White
120885,Directing,1402945,Second Assistant Director,Philip Ball
17342,Directing,1518596,Script Supervisor,Marie Kenney
174150,Directing,1894052,Assistant Director,Wes McAfee
108063,Directing,21819,Director,Lewis Teague
120121,Directing,7501,Director,Ronald Neame
18944,Directing,4782,Director,Michael Crichton
118014,Directing,20412,Director,Michael Anderson
148615,Directing,1442518,Script Supervisor,Ray Quiroz
262542,Directing,13265,Director,Franklin J. Schaffner
150871,Directing,565202,Assistant Director,William Kissell
87081,Directing,5706,Assistant Director,Robert Doudell
86320,Directing,1644830,Script Supervisor,Rose Steinberg
325789,Directing,18635,Director,Ted Post
373453,Directing,18669,Director,J. Lee Thompson
237799,Directing,18669,Director,J. Lee Thompson
98948,Directing,9108,Director,Don Taylor
8383,Directing,2775,Director,Corey Allen
316491,Directing,21819,Director,Lewis Teague
159942,Directing,19457,Director,Mark Robson
300949,Directing,40187,Director,David Lowell Rich
79596,Directing,7506,Director,Irwin Allen
165644,Directing,1524,Director,Harold Ramis
38494,Directing,15890,Director,James Foley
27144,Directing,11873,Director,Roger Kumble
390734,Directing,956,Director,Guy Ritchie
84275,Directing,111338,Director,Adam Bernstein
391995,Directing,1347761,Script Supervisor,Jessica Lichtner
63859,Directing,229263,Director,Benoît Jacquot
113262,Directing,617183,Director,P.J. Castellaneta
158741,Directing,140354,Director,Ulu Grosbard
388347,Directing,1196937,Director,Stuart Burkin
49855,Directing,102634,Director,Katt Shea
335509,Directing,1408725,Script Supervisor,Helen Pinkston
396395,Directing,20305,Director,Christopher Roberts
407789,Directing,1744,Director,Robert Wise
82942,Directing,224,Director,David Cronenberg
64133,Directing,1340919,Script Supervisor,Dug Rotstein
56531,Directing,12438,Director,Bob Balaban
292298,Directing,70448,Director,Wolf Rilla
396535,Directing,105822,Director,Anton Leader
138115,Directing,12698,Director,Bob Clark
133879,Directing,1016047,Director,Robert DeFranco
24024,Directing,14597,Director,Gaspar Noé
368031,Directing,18320,Director,Bronwen Hughes
57666,Directing,1478953,Script Supervisor,Cate Hardman
41125,Directing,107274,Director,Richard Rich
25356,Directing,42617,Director,Antonia Bird
56296,Directing,1410205,Script Supervisor,Beverly Winston
34989,Directing,190,Director,Clint Eastwood
347757,Directing,62872,Director,Katja von Garnier
86096,Directing,9182,Director,Marshall Herskovitz
355998,Directing,1603348,Director,Barry J. Hershey
407455,Directing,80570,Director,Walter Lang
404117,Directing,1342501,Assistant Director,Eli Dunn
49857,Directing,261271,Director,Maurice Joyce
134390,Directing,1466450,Layout,Baik-Ma Jeong
393841,Directing,6159,Director,Ron Howard
342562,Directing,324,Director,Scott Silver
336220,Directing,134156,Director,Sam Miller
313297,Directing,3417,Director,Tony Goldwyn
181553,Directing,1469622,Script Supervisor,France Lachapelle
393441,Directing,9340,Director,Lana Wachowski
366080,Directing,9339,Director,Lilly Wachowski
411711,Directing,1470982,Script Supervisor,Victoria Sullivan
278738,Directing,40243,Director,Gil Junger
375950,Directing,1190244,Assistant Director,K.C. Colwell
369443,Directing,1457729,Script Supervisor,Nancy Karlin
142966,Directing,96369,Director,Carlos Saura
246829,Directing,54967,Director,Sam Weisman
124202,Directing,19377,Director,Erick Zonca
42290,Directing,24560,Director,Marion Vernoux
45037,Directing,107414,Director,Philip Saville
125926,Directing,85925,Director,Hilary Brougher
162818,Directing,525,Director,Christopher Nolan
57500,Directing,11694,Director,Doug Liman
55430,Directing,1215,Director,Raja Gosnell
412214,Directing,26760,Director,Tsui Hark
316784,Directing,26767,Director,Ringo Lam
280416,Directing,9789,Director,Robert Altman
316074,Directing,54827,Director,Dave Meyers
273080,Directing,16435,Director,Julio Médem
366324,Directing,8965,Director,Roland Joffé
402331,Directing,34849,Director,Ted Demme
270251,Directing,941809,Director,George Haas
85483,Directing,33405,Director,Gillies MacKinnon
398633,Directing,5066,Director,Olivier Ducastel
173662,Directing,5067,Director,Jacques Martineau
110669,Directing,263975,Director,Bradley Battersby
172259,Directing,4818,Director,Roberto Benigni
41025,Directing,19840,Director,Alejandro Amenábar
372640,Directing,1409857,Script Supervisor,Carmen Soriano
252853,Directing,1258297,Director,Dariusz Jabłoński
36162,Directing,33156,Director,James Merendino
114499,Directing,88060,Director,Jeff Pollack
189888,Directing,10723,Director,Mike Newell
187744,Directing,13235,Director,Alexander Payne
411802,Directing,224,Director,David Cronenberg
87788,Directing,1340919,Script Supervisor,Dug Rotstein
321530,Directing,61335,Director,Peter Duncan
282996,Directing,1042634,Director,Ho Meng-Hua
401650,Directing,1700966,Script Supervisor,Chen Yung-Lieh
362430,Directing,38527,Director,Robert Lepage
408546,Directing,92012,Director,Jennifer Baichwal
18825,Directing,15148,Director,Jon Amiel
321142,Directing,1373729,Script Supervisor,Lisa Vick
308529,Directing,15026,Assistant Director,James Armstrong
337641,Directing,1538374,Script Coordinator,Mads Hansen
355066,Directing,50719,Director,Rodman Flender
39123,Directing,103586,Director,Simon Shore
355771,Directing,206549,Director,Scott Reynolds
52457,Directing,552613,Director,Wu Tian-Ming
383914,Directing,35052,Director,Tony Bui
347762,Directing,1255,Director,David Mamet
72733,Directing,4109,Director,Michael Curtiz
404461,Directing,118448,Assistant Director,Frank Heath
122794,Directing,1533643,Assistant Director,Dick Moder
58443,Directing,68381,Director,Thom Eberhardt
393134,Directing,98132,Director,Jim Wynorski
24799,Directing,73962,Assistant Director,Kristine Peterson
38156,Directing,70835,Director,Jonathan R. Betuel
376228,Directing,6449,Director,Warren Beatty
68972,Directing,7775,Director,Stephen Sommers
375366,Directing,42378,Director,Rob Sitch
387845,Directing,1112606,Director,Linda Kandel
380007,Directing,93395,Director,Paul Quinn
42782,Directing,6720,Director,Joan Chen
67102,Directing,52405,Director,Michael Hoffman
42938,Directing,161858,Director,David Raynr
135286,Directing,25645,Director,Hirokazu Koreeda
391486,Directing,57832,Director,Daniel Lee
285398,Directing,40107,Script Supervisor,Stephanie A. Marquardt
376565,Directing,40439,Director,David Moreton
384036,Directing,234358,Director,Leslie Woodhead
396899,Directing,222443,Director,Bud Greenspan
336055,Directing,1,Director,George Lucas
381046,Directing,56739,Director,Peter Chan
49760,Directing,4956,Director,Bernardo Bertolucci
361261,Directing,44023,Director,Amos Poe
178682,Directing,1538344,Script Supervisor,Sandrine Muller
407334,Directing,27002,Director,Wojciech Has
324264,Directing,70,Director,Karl Freund
144785,Directing,29662,Director,Terence Fisher
358808,Directing,88718,Assistant Director,Mack V. Wright
65900,Directing,103346,Director,Leslie Goodwins
25786,Directing,100793,Director,Reginald Le Borg
313369,Directing,90375,Director,Christy Cabanne
53216,Directing,103344,Director,Harold Young
322476,Directing,113799,Director,Frank Perry
58473,Directing,7187,Director,Richard Donner
148753,Directing,10586,Director,Richard Lester
335796,Directing,71765,Assistant Director,Dusty Symonds
72701,Directing,75796,Assistant Director,Roy Button
381040,Directing,157703,Other,Robert Lynn
389972,Directing,1213681,Other,David Tomblin
376389,Directing,1406726,Assistant Director,Raoul Girard
300424,Directing,1467116,Assistant Director,Christopher Newman
417026,Directing,1477568,Assistant Director,Gareth Tandy
27443,Directing,1697237,Assistant Director,Terry Madden
333099,Directing,1697239,Assistant Director,Paul Storey
145959,Directing,10586,Director,Richard Lester
414067,Directing,64508,Director,Sidney J. Furie
52949,Directing,1496,Director,Tod Browning
251630,Directing,29755,Director,Erle C. Kenton
290100,Directing,1623581,Assistant Director,Ralph Slosser
343611,Directing,29755,Director,Erle C. Kenton
269057,Directing,2917,Director,James Whale
247158,Directing,1348279,Assistant Director,Joseph A. McDonough
326285,Directing,30146,Director,Rowland V. Lee
333318,Directing,29755,Director,Erle C. Kenton
79871,Directing,25165,Director,Roy William Neill
113649,Directing,29662,Director,Terence Fisher
39340,Directing,5029,Director,Robert Siodmak
419639,Directing,30129,Director,George Waggner
413279,Directing,134804,Assistant Director,Vernon Keays
345888,Directing,114629,Director,Philippe Mora
117038,Directing,33883,Director,Jack Arnold
337550,Directing,13484,Director,Jim Sharman
385372,Directing,106608,Director,Mikel Conrad
261102,Directing,81186,Director,Andrew Solt
130507,Directing,108128,Director,Malcolm Leo
411025,Directing,13973,Director,Christian Nyby
373480,Directing,1539070,Assistant Director,Arthur Siteman
350060,Directing,33883,Director,Jack Arnold
208327,Directing,51000,Director,Byron Haskin
79431,Directing,192827,Director,Robert Gordon
250895,Directing,172983,Assistant Director,Leonard Katzman
277296,Directing,14773,Director,Don Siegel
33065,Directing,1543598,Assistant Director,Richard Maybery
33534,Directing,1250687,Assistant Director,William Beaudine Jr.
4462,Directing,1639186,Script Supervisor,Irva Mae Ross
276562,Directing,82751,Director,Fred F. Sears
148318,Directing,1539050,Assistant Director,Gene Anderson Jr.
51592,Directing,102429,Director,Roger Corman
42885,Directing,12345,Director,Virgil W. Vogel
220447,Directing,5140,Director,Wes Craven
158900,Directing,1639897,Script Supervisor,Charlene Webb
408151,Directing,2000,Director,Lewis Milestone
316015,Directing,1744,Director,Robert Wise
329981,Directing,7017,Director,Roger Michell
362610,Directing,15361,Director,Josef Rusnak
383807,Directing,10316,Director,Theo Angelopoulos
393961,Directing,6111,Director,Mike Figgis
403911,Directing,102329,Director,María Ripoll
64428,Directing,12962,Director,Jon Turteltaub
39395,Directing,35664,First Assistant Director,William M. Elvin
113119,Directing,587969,Script Supervisor,Thomas Johnston
52254,Directing,1463728,Script Supervisor,Scott Graves
88065,Directing,2303,Director,Wim Wenders
309929,Directing,66800,Director,Morgan J. Freeman
85672,Directing,638550,Director,Kristi Jacobson
427342,Directing,930628,Director,Lori Silverbush
287281,Directing,1085268,Director,William Roth
37708,Directing,262055,Director,Robert Meyer Burnett
291328,Directing,102445,Director,John Sayles
411054,Directing,6737,Director,Jay Roach
78174,Directing,1006105,Director,Alain Zaloum
381284,Directing,980223,Director,Yvan Le Moine
297298,Directing,78012,Director,François Girard
262474,Directing,15775,Director,Kevin Lima
57739,Directing,15774,Director,Chris Buck
16359,Directing,1447427,Layout,Chung Sup Yoon
344039,Directing,1447476,Layout,Johan Klingler
332979,Directing,1447590,Layout,James P. Alles
80809,Directing,12786,Director,Simon West
263412,Directing,1655192,Script Supervisor,Patti Dalzell
225525,Directing,551883,Director,Andrew J. Kuehn
406785,Directing,56710,Director,Oliver Parker
136058,Directing,65314,Director,Giuseppe Tornatore
418693,Directing,1071,Director,Tom Tykwer
